Результат выполнения команды: AT+COPN


+COPN: "27821","go mobile"
+COPN: "27877","Telecoms Malta"
+COPN: "28001","Cyta-Voda"
+COPN: "28010","MTN"
+COPN: "28201","GEO-GEOCELL"
+COPN: "28202","MAGTI-GSM-GEO"
+COPN: "28204","BEELINE GE"
+COPN: "28301","Beeline AM"
+COPN: "28305","MTS ARM"
+COPN: "28310","Orange AM"
+COPN: "28401","Mtel"
+COPN: "28403","Vivacom"
+COPN: "28405","Telenor BG"
+COPN: "28601","TR TURKCELL"
+COPN: "28602","VODAFONE TR"
+COPN: "28603","AVEA"
+COPN: "28604","TR AYCELL"
+COPN: "28801","Foroya Tele"
+COPN: "28802","VODAFONE FO"
+COPN: "29001","TELE Greenland"
+COPN: "29201","SMT"
+COPN: "29266","SMT"
+COPN: "29340","Si.mobil"
+COPN: "29341","MOBITEL"
+COPN: "29364","T-2"
+COPN: "29370","SI TUSMOBIL"
+COPN: "29401","T-Mobile MK"
+COPN: "29402","ONE MK"
+COPN: "29403","Vip MKD"
+COPN: "29501","SwisscomFL"
+COPN: "29502","Orange FL"
+COPN: "29505","FL1"
+COPN: "29577","Alpmobile"
+COPN: "295295","SwisscomFL"
+COPN: "29701","Telenor"
+COPN: "29702","Telekom.me"
+COPN: "30266","MTS"
+COPN: "30272","Rogers Wireless"
+COPN: "302220","TELUS"
+COPN: "302270","Eastlink"
+COPN: "302320","Mobilicity"
+COPN: "302340","Execulink Telecom"
+COPN: "302370","Fido"
+COPN: "302380","DMTS GSM"
+COPN: "302490","WIND"
+COPN: "302610","Bell"
+COPN: "302660","MTS"
+COPN: "302720","Rogers Wireless"
+COPN: "302730","CAN TerreStar Solutions"
+COPN: "302770","CANRU"
+COPN: "302780","SaskTel"
+COPN: "302880","FastRoam"
+COPN: "302940","Wightman"
+COPN: "30801","SPM AMERIS"
+COPN: "31000","NEP Wireless"
+COPN: "31002","NEP Wireless"
+COPN: "31009","NEP Wireless"
+COPN: "31011","WTTCKy"
+COPN: "310020","US - Union Telephone"
+COPN: "31026","T-Mobile"
+COPN: "310030","AT&T"
+COPN: "31031","T-Mobile"
+COPN: "310032","IT&E"
+COPN: "31038","AT&T"
+COPN: "310040","Cellular One"
+COPN: "31046","USA SIMMETRY"
+COPN: "310050","DIGICEL"
+COPN: "31050","ACS"
+COPN: "31064","USA AE Airadigm"
+COPN: "310070","Highland Cellular"
+COPN: "31077","Iowa Wireless USA"
+COPN: "310080","Corr Wireless"
+COPN: "310100","US PLATEAU"
+COPN: "310120","Sprint"
+COPN: "310140","GTA"
+COPN: "310150","AT&T"
+COPN: "310160","T-Mobile"
+COPN: "310170","AT&T"
+COPN: "310180","West Central Wireless"
+COPN: "310190","USA Dutch Harbor"
+COPN: "310200","T-Mobile"
+COPN: "310210","T-Mobile"
+COPN: "310220","T-Mobile"
+COPN: "310230","T-Mobile"
+COPN: "310240","T-Mobile"
+COPN: "310250","T-Mobile"
+COPN: "310260","T-Mobile"
+COPN: "310270","T-Mobile"
+COPN: "310280","AT&T"
+COPN: "310290","NEP Wireless"
+COPN: "310300","BigSkyUS"
+COPN: "310310","T-Mobile"
+COPN: "310320","USA - CellularOne"
+COPN: "310340","WestLink"
+COPN: "310350","Carolina Phone"
+COPN: "310370","DOCOMO PACIFIC"
+COPN: "310380","AT&T"
+COPN: "310390","Cell1ET"
+COPN: "310400","USA_iCAN"
+COPN: "310410","AT&T"
+COPN: "310420","Cinti Bell"
+COPN: "310450","Cell One of NE Colorado"
+COPN: "310460","USA1L"
+COPN: "310480","Sagebrush"
+COPN: "310490","T-Mobile"
+COPN: "310530","Iowa Wireless USA"
+COPN: "310560","Cellular One DCS"
+COPN: "310570","Chinook"
+COPN: "310580","T-Mobile"
+COPN: "310590","Verizon"
+COPN: "310610","Epic Touch"
+COPN: "310630","USA AmeriLink"
+COPN: "310640","USA AE Airadigm"
+COPN: "310650","Jasper"
+COPN: "310660","T-Mobile"
+COPN: "310670","Wireless 2000 PCS"
+COPN: "310680","NPI Wireless"
+COPN: "310690","Limitless Mobile USA"
+COPN: "310710","USA ASTAC"
+COPN: "310730","U.S.Cellular"
+COPN: "310740","USA OTZ"
+COPN: "310760","PTSI"
+COPN: "310770","Iowa Wireless USA"
+COPN: "310780","AirLink PCS"
+COPN: "310790","Pinpoint"
+COPN: "310800","T-Mobile"
+COPN: "310840","telna Mobile"
+COPN: "310870","US"
+COPN: "310880","USAACSI"
+COPN: "310890","Verizon"
+COPN: "310980","AT&T"
+COPN: "31100","USA Mid-Tex Cellular, Ltd"
+COPN: "31101","Wilkes USA"
+COPN: "31105","Wilkes USA"
+COPN: "311030","Indigo"
+COPN: "311040","USA - Commnet"
+COPN: "31173","USA Proximiti"
+COPN: "311080","Pine Cellular"
+COPN: "311090","USASXLP"
+COPN: "311140","Sprocket"
+COPN: "311150","Wilkes USA"
+COPN: "311170","AT&T"
+COPN: "311180","USAWC"
+COPN: "311190","USAC1ECI"
+COPN: "311240","USACWCI"
+COPN: "311330","BTW"
+COPN: "311370","GCI"
+COPN: "311380","AT&T"
+COPN: "311410","AT&T"
+COPN: "311480","Verizon"
+COPN: "311500","MOSAIC"
+COPN: "311530","USANW"
+COPN: "311540","USA Proximiti"
+COPN: "311580","U.S.Cellular"
+COPN: "311660","Metro PCS"
+COPN: "311680","GreenFly"
+COPN: "311710","Northeast Wireless"
+COPN: "311730","USA Proximiti"
+COPN: "311810","Bluegrass Wireless"
+COPN: "311940","CLEAR"
+COPN: "312060","CoverageCo"
+COPN: "312230","SRT Wireless"
+COPN: "312260","USACL"
+COPN: "312480","Sagebrush"
+COPN: "312630","NetGenuity"
+COPN: "330110","PR Claro"
+COPN: "330120","Open Mob PRI"
+COPN: "33211","Blue Sky"
+COPN: "33403","Movistar"
+COPN: "33409","Nextel 3G"
+COPN: "334020","TELCEL"
+COPN: "33450","Iusacell 4G"
+COPN: "334050","Iusacell GSM"
+COPN: "334090","Nextel 3G"
+COPN: "33820","Cable & Wireless"
+COPN: "33850","DIGICEL"
+COPN: "338050","DIGICEL"
+COPN: "33870","CLARO"
+COPN: "338180","LIME"
+COPN: "34001","F-Orange"
+COPN: "34002","ONLY"
+COPN: "34003","CHIPPIE"
+COPN: "34008","DAUPHIN"
+COPN: "34020","Digicel"
+COPN: "342600","LIME"
+COPN: "342750","DIGICEL"
+COPN: "344030","APUA imobile"
+COPN: "344920","LIME"
+COPN: "344930","Cingular"
+COPN: "346140","LIME"
+COPN: "348170","LIME"
+COPN: "348570","CCT Boatphone"
+COPN: "350000","CELLONE"
+COPN: "35001","TELECOM BDA"
+COPN: "35002","BTC MOBILITY LTD"
+COPN: "350010","Cingular"
+COPN: "352030","DIGICEL"
+COPN: "352110","LIME"
+COPN: "354860","LIME"
+COPN: "356110","LIME"
+COPN: "358050","DIGICEL"
+COPN: "358110","LIME"
+COPN: "360070","DIGICEL"
+COPN: "360110","LIME"
+COPN: "36251","Telcell GSM"
+COPN: "36269","Digicel"
+COPN: "36278","Kla"
+COPN: "36291","CHIPPIE"
+COPN: "362951","ANT"
+COPN: "36300","Digicel"
+COPN: "36301","SETAR"
+COPN: "36320","DIGICEL"
+COPN: "36439","BTC"
+COPN: "365840","LIME"
+COPN: "366020","Cingular"
+COPN: "366110","LIME"
+COPN: "36801","CUBACEL"
+COPN: "37001","Orange"
+COPN: "37002","CLARO DOM"
+COPN: "37004","VIVA"
+COPN: "37201","COMCEL"
+COPN: "37203","Natcom"
+COPN: "37412","TSTT"
+COPN: "376350","LIME"
+COPN: "376360","IslandCom TCI"
+COPN: "40001","AZE - AZERCELL GSM"
+COPN: "40002","BAKCELL AZ"
+COPN: "40004","AZ Nar"
+COPN: "40101","Beeline KZ"
+COPN: "40102","KZ KCELL"
+COPN: "40107","ALTEL"
+COPN: "40177","Tele2"
+COPN: "40211","BT B-Mobile"
+COPN: "40217","BT B-Mobile"
+COPN: "40277","TASHICELL"
+COPN: "40401","Vodafone IN"
+COPN: "40402","IND airtel"
+COPN: "40403","IND airtel"
+COPN: "40404","IDEA"
+COPN: "40405","Vodafone IN"
+COPN: "40406","IN-DOLPHIN"
+COPN: "40407","IDEA"
+COPN: "40408","IN-DOLPHIN"
+COPN: "40409","Reliance"
+COPN: "40410","IND airtel"
+COPN: "40411","Vodafone IN"
+COPN: "40412","IDEA"
+COPN: "40414","IDEA"
+COPN: "40415","Vodafone IN"
+COPN: "40416","IND airtel"
+COPN: "40417","AIRCEL"
+COPN: "40418","Reliance"
+COPN: "40419","IDEA"
+COPN: "40420","Vodafone IN"
+COPN: "40421","BPL MOBILE"
+COPN: "40422","IDEA"
+COPN: "40424","IDEA"
+COPN: "40425","AIRCEL"
+COPN: "40427","Vodafone IN"
+COPN: "40428","AIRCEL"
+COPN: "40429","AIRCEL"
+COPN: "40430","Vodafone IN"
+COPN: "404030","Vodafone IN"
+COPN: "40431","IND airtel"
+COPN: "40433","AIRCEL"
+COPN: "40434","CellOne"
+COPN: "40435","AIRCEL"
+COPN: "40436","Reliance"
+COPN: "40437","AIRCEL"
+COPN: "40438","CellOne"
+COPN: "40440","IND airtel"
+COPN: "40441","AIRCEL"
+COPN: "40442","AIRCEL"
+COPN: "40443","Vodafone IN"
+COPN: "40444","IDEA"
+COPN: "40445","IND airtel"
+COPN: "40446","Vodafone IN"
+COPN: "40449","IND airtel"
+COPN: "40450","Reliance"
+COPN: "40451","CellOne"
+COPN: "40452","Reliance"
+COPN: "40453","CellOne"
+COPN: "40454","CellOne"
+COPN: "40455","CellOne"
+COPN: "40456","IDEA"
+COPN: "40457","CellOne"
+COPN: "40458","CellOne"
+COPN: "40459","CellOne"
+COPN: "40460","Vodafone IN"
+COPN: "40462","CellOne"
+COPN: "40464","CellOne"
+COPN: "40466","CellOne"
+COPN: "40467","Reliance"
+COPN: "40468","IN-DOLPHIN"
+COPN: "40469","IN-DOLPHIN"
+COPN: "40470","IND airtel"
+COPN: "40471","CellOne"
+COPN: "40472","CellOne"
+COPN: "40473","CellOne"
+COPN: "40474","CellOne"
+COPN: "40475","CellOne"
+COPN: "40476","CellOne"
+COPN: "40477","CellOne"
+COPN: "40478","IDEA"
+COPN: "40479","CellOne"
+COPN: "40480","CellOne"
+COPN: "40481","CellOne"
+COPN: "40482","IDEA"
+COPN: "40483","Reliance"
+COPN: "40484","Vodafone IN"
+COPN: "40485","Reliance"
+COPN: "40486","Vodafone IN"
+COPN: "40487","IDEA"
+COPN: "40488","Vodafone IN"
+COPN: "40489","IDEA"
+COPN: "40490","IND airtel"
+COPN: "40491","Aircel"
+COPN: "40492","IND airtel"
+COPN: "40493","IND airtel"
+COPN: "40494","IND airtel"
+COPN: "40495","IND airtel"
+COPN: "40496","IND airtel"
+COPN: "40497","IND airtel"
+COPN: "40498","IND airtel"
+COPN: "40500","TATA DOCOMO"
+COPN: "40501","Reliance"
+COPN: "40503","TATA DOCOMO"
+COPN: "40505","Reliance"
+COPN: "40506","Reliance"
+COPN: "40507","Reliance"
+COPN: "40509","Reliance"
+COPN: "40510","Reliance"
+COPN: "40511","Reliance"
+COPN: "40513","Reliance"
+COPN: "40515","Reliance"
+COPN: "40518","Reliance"
+COPN: "40519","Reliance"
+COPN: "40520","Reliance"
+COPN: "40521","Reliance"
+COPN: "40522","Reliance"
+COPN: "405025","TATA DOCOMO"
+COPN: "405027","TATA DOCOMO"
+COPN: "405029","TATA DOCOMO"
+COPN: "405030","TATA DOCOMO"
+COPN: "405031","TATA DOCOMO"
+COPN: "405032","TATA DOCOMO"
+COPN: "405034","TATA DOCOMO"
+COPN: "405035","TATA DOCOMO"
+COPN: "405036","TATA DOCOMO"
+COPN: "405037","TATA DOCOMO"
+COPN: "405038","TATA DOCOMO"
+COPN: "405039","TATA DOCOMO"
+COPN: "405041","TATA DOCOMO"
+COPN: "405042","TATA DOCOMO"
+COPN: "405043","TATA DOCOMO"
+COPN: "405044","TATA DOCOMO"
+COPN: "405045","TATA DOCOMO"
+COPN: "405046","TATA DOCOMO"
+COPN: "405047","TATA DOCOMO"
+COPN: "40551","IND airtel"
+COPN: "40552","IND airtel"
+COPN: "40553","IND airtel"
+COPN: "40554","IND airtel"
+COPN: "40555","IND airtel"
+COPN: "40556","IND airtel"
+COPN: "40566","Vodafone IN"
+COPN: "40567","Vodafone IN"
+COPN: "40570","IDEA"
+COPN: "405750","Vodafone IN"
+COPN: "405751","Vodafone IN"
+COPN: "405752","Vodafone IN"
+COPN: "405753","Vodafone IN"
+COPN: "405754","Vodafone IN"
+COPN: "405755","Vodafone IN"
+COPN: "405756","Vodafone IN"
+COPN: "405799","IDEA"
+COPN: "405800","Aircel"
+COPN: "405801","Aircel"
+COPN: "405802","Aircel"
+COPN: "405803","Aircel"
+COPN: "405804","Aircel"
+COPN: "405805","Aircel"
+COPN: "405806","Aircel"
+COPN: "405807","Aircel"
+COPN: "405808","Aircel"
+COPN: "405809","Aircel"
+COPN: "405810","Aircel"
+COPN: "405811","Aircel"
+COPN: "405812","Aircel"
+COPN: "405813","IN UNITECH"
+COPN: "405814","IN UNITECH"
+COPN: "405815","IN UNITECH"
+COPN: "405816","IN UNITECH"
+COPN: "405818","IN UNITECH"
+COPN: "405819","IN UNITECH"
+COPN: "405820","IN UNITECH"
+COPN: "405821","IN UNITECH"
+COPN: "405822","IN UNITECH"
+COPN: "405823","VIDEOCON"
+COPN: "405824","VIDEOCON"
+COPN: "405825","VIDEOCON"
+COPN: "405827","VIDEOCON"
+COPN: "405828","VIDEOCON"
+COPN: "405829","VIDEOCON"
+COPN: "405830","VIDEOCON"
+COPN: "405831","VIDEOCON"
+COPN: "405832","VIDEOCON"
+COPN: "405833","VIDEOCON"
+COPN: "405834","VIDEOCON"
+COPN: "405835","VIDEOCON"
+COPN: "405836","VIDEOCON"
+COPN: "405837","VIDEOCON"
+COPN: "405838","VIDEOCON"
+COPN: "405839","VIDEOCON"
+COPN: "405840","IND-JIO"
+COPN: "405841","VIDEOCON"
+COPN: "405842","VIDEOCON"
+COPN: "405843","VIDEOCON"
+COPN: "405844","IN UNITECH"
+COPN: "405845","IDEA"
+COPN: "405846","IDEA"
+COPN: "405848","IDEA"
+COPN: "405849","IDEA"
+COPN: "405850","IDEA"
+COPN: "405852","IDEA"
+COPN: "405853","IDEA"
+COPN: "405854","IND-JIO"
+COPN: "405855","IND-JIO"
+COPN: "405856","IND-JIO"
+COPN: "405857","IND-JIO"
+COPN: "405858","IND-JIO"
+COPN: "405859","IND-JIO"
+COPN: "405860","IND-JIO"
+COPN: "405861","IND-JIO"
+COPN: "405862","IND-JIO"
+COPN: "405863","IND-JIO"
+COPN: "405864","IND-JIO"
+COPN: "405865","IND-JIO"
+COPN: "405866","IND-JIO"
+COPN: "405867","IND-JIO"
+COPN: "405868","IND-JIO"
+COPN: "405869","IND-JIO"
+COPN: "405870","IND-JIO"
+COPN: "405871","IND-JIO"
+COPN: "405872","IND-JIO"
+COPN: "405873","IND-JIO"
+COPN: "405874","IND-JIO"
+COPN: "405875","IN UNITECH"
+COPN: "405876","IN UNITECH"
+COPN: "405877","IN UNITECH"
+COPN: "405878","IN UNITECH"
+COPN: "405879","IN UNITECH"
+COPN: "405880","IN UNITECH"
+COPN: "405912","etisalat"
+COPN: "405913","etisalat"
+COPN: "405914","etisalat"
+COPN: "405915","etisalat"
+COPN: "405916","etisalat"
+COPN: "405917","etisalat"
+COPN: "405918","etisalat"
+COPN: "405919","etisalat"
+COPN: "405920","etisalat"
+COPN: "405921","etisalat"
+COPN: "405922","etisalat"
+COPN: "405923","etisalat"
+COPN: "405924","etisalat"
+COPN: "405925","IN UNITECH"
+COPN: "405926","IN UNITECH"
+COPN: "405927","IN UNITECH"
+COPN: "405928","IN UNITECH"
+COPN: "405929","IN UNITECH"
+COPN: "41001","Mobilink"
+COPN: "41003","PK-UFONE"
+COPN: "41004","ZONG"
+COPN: "41006","Telenor PK"
+COPN: "41007","WaridTel"
+COPN: "41201","AF AWCC"
+COPN: "41220","ROSHAN"
+COPN: "41240","MTN AF"
+COPN: "41250","Etisalat Af"
+COPN: "41301","Mobitel"
+COPN: "41302","DIALOG"
+COPN: "41303","SRI Etisalat"
+COPN: "41305","SRI AIRTEL"
+COPN: "41308","Hutch"
+COPN: "41401","MM 900"
+COPN: "41405","Ooredoo"
+COPN: "41501","alfa"
+COPN: "41503","RL MTC Lebanon"
+COPN: "41505","LBN OGERO Mobile"
+COPN: "41601","Zain JO"
+COPN: "41603","UMNIAH"
+COPN: "41677","Orange"
+COPN: "41701","SYRIATEL"
+COPN: "41702","MTN"
+COPN: "41709","SYR MOBILE SYR"
+COPN: "41800","ASIACELL"
+COPN: "41805","ASIACELL"
+COPN: "41820","zain IQ"
+COPN: "41830","IRAQNA"
+COPN: "41840","KOREK"
+COPN: "41902","Zain KW"
+COPN: "41903","Ooredoo"
+COPN: "41904","KT, VIVA"
+COPN: "42001","STC"
+COPN: "42003","Mobily-KSA"
+COPN: "42004","Zain KSA"
+COPN: "42101","SabaFon"
+COPN: "42102","MTN"
+COPN: "42104","Y-Telecom"
+COPN: "421700","YemYY"
+COPN: "42202","Omantel"
+COPN: "42203","nawras"
+COPN: "42402","ETISALAT"
+COPN: "42403","du"
+COPN: "42501","Orange IL"
+COPN: "42502","Cellcom IL"
+COPN: "42503","IL Pelephone"
+COPN: "42505","JAWWAL-PALESTINE"
+COPN: "42506","PS, Wataniya Mobile"
+COPN: "42507","Hot Mobile"
+COPN: "42601","BATELCO"
+COPN: "42602","Zain BH"
+COPN: "42604","VIVA BH"
+COPN: "42701","Ooredoo"
+COPN: "42702","vodafone"
+COPN: "42801","Skytel MN"
+COPN: "42806","GMOBILE_MN"
+COPN: "42888","MONGOLIA UNITEL LLC"
+COPN: "42899","MN MobiCom"
+COPN: "42902","Ncell"
+COPN: "43211","IR-TCI"
+COPN: "43214","IR KISH"
+COPN: "43220","IRN 20"
+COPN: "43232","Iran Taliya"
+COPN: "43235","MTN Irancell"
+COPN: "43401","BUZTEL"
+COPN: "43402","UZMACOM"
+COPN: "43404","Beeline UZ"
+COPN: "43405","UZB Ucell"
+COPN: "43601","TCELL"
+COPN: "43602","TCELL"
+COPN: "43603","MegaFon TJK"
+COPN: "43604","Babilon-M"
+COPN: "43605","BEELINE TJ"
+COPN: "43701","Beeline KG"
+COPN: "43705","MEGACOM"
+COPN: "43709","O!"
+COPN: "43801","MTS TM"
+COPN: "43802","TM CELL"
+COPN: "44000","Ymobile"
+COPN: "44010","JP DOCOMO"
+COPN: "44020","SoftBank"
+COPN: "44050","KDDI"
+COPN: "45002","KT"
+COPN: "45005","KOR SK Telecom"
+COPN: "45006","KOR LG Uplus"
+COPN: "45008","KT"
+COPN: "45201","VN Mobifone"
+COPN: "45202","VN VINAPHONE"
+COPN: "45204","VNM and VIETTEL"
+COPN: "45205","VN Vietnamobile"
+COPN: "45207","Gmobile"
+COPN: "45400","CSL"
+COPN: "45402","CSL"
+COPN: "45403","3"
+COPN: "45404","3(2G)"
+COPN: "45406","SmarTone HK"
+COPN: "45410","CSL"
+COPN: "45412","China Mobile HK"
+COPN: "45413","China Mobile HK"
+COPN: "45415","SmarTone HK"
+COPN: "45416","PCCW-HKT"
+COPN: "45417","SmarTone HK"
+COPN: "45418","CSL"
+COPN: "45419","PCCW-HKT"
+COPN: "45420","PCCW-HKT"
+COPN: "45500","SmarTone MAC"
+COPN: "45501","CTM"
+COPN: "45503","3 Macau"
+COPN: "45504","CTM"
+COPN: "45505","3 Macau"
+COPN: "45601","Cellcard"
+COPN: "45602","Hello Axiata"
+COPN: "45604","CADCOMMS"
+COPN: "45605","SMART"
+COPN: "45606","SMART"
+COPN: "45608","Metfone"
+COPN: "45609","Beeline KH"
+COPN: "45611","SEATEL"
+COPN: "45618","Mfone"
+COPN: "45701","LAO GSM"
+COPN: "45702","ETL MOBILE NETWORK"
+COPN: "45703","Unitel"
+COPN: "45708","TIGO LAO"
+COPN: "46000","CHINA MOBILE"
+COPN: "46001","CHN-UNICOM"
+COPN: "46009","CHN-UNICOM"
+COPN: "46011","China Telecom"
+COPN: "46601","Far EasTone"
+COPN: "46606","TUNTEX"
+COPN: "46668","ACeS"
+COPN: "46688","KGT-Online"
+COPN: "46689","T Star"
+COPN: "46692","Chunghwa Telecom"
+COPN: "46693","TWN MOBITAI"
+COPN: "46697","TW Mobile"
+COPN: "46699","TransAsia"
+COPN: "46705","Koryolink"
+COPN: "47000","BGD ROBI AXIATA"
+COPN: "47001","Grameenphone"
+COPN: "47002","BGD ROBI AXIATA"
+COPN: "47003","Banglalink"
+COPN: "47004","BGD bMobile"
+COPN: "47007","Airtel"
+COPN: "47201","DHIRAAGU"
+COPN: "47202","Ooredoo Maldives PVT LTD"
+COPN: "476193","KP SUN"
+COPN: "50212","MY MAXIS"
+COPN: "50213","MY CELCOM 3G"
+COPN: "50216","DiGi"
+COPN: "50217","TIMECel"
+COPN: "50218","U MOBILE"
+COPN: "50219","MY CELCOM"
+COPN: "502156","MYSALTEL"
+COPN: "50501","Telstra Mobile"
+COPN: "50502","YES OPTUS"
+COPN: "50503","vodafone AU"
+COPN: "50506","3TELSTRA"
+COPN: "50508","One.Tel"
+COPN: "50510","Norfolk Telecom"
+COPN: "51000","ACeS"
+COPN: "51001","IND INDOSAT"
+COPN: "51008","AXIS"
+COPN: "51010","IND TELKOMSEL"
+COPN: "51011","IND XL"
+COPN: "51021","IND INDOSAT"
+COPN: "51089","3"
